title,company,location,created,category,salary_min,salary_max,contract_type,description,source
Data Scientist - Consultant en Optimisation de Systèmes d'Information Bancaire (H/F),Forums Talents Handicap,44 - NANTES,2025-05-27T03:00:12.000Z,M1806,,,Contrat à durée indéterminée,"Description de l'entrepriseInetum est un leader européen des services numériques. Pour les entreprises, les acteurs publics et la société dans son ensemble, les 28 000 consultants et spécialistes du groupe visent chaque jour l'impact digital : des solutions qui contribuent à la performance, à l'innovation et au bien commun.Présent dans 19 pays au plus près des territoires, et avec ses grands partenaires éditeurs de logiciels, Inetum répond aux enjeux de la transformation digitale avec proximité et flexibilité.Porté par son ambition de croissance et d'industrialisation, Inetum a généré en 2023 un chiffre d'affaires de 2,5 milliards d'€.Pour répondre à un marché en croissance continue depuis plus de 30ans, Inetum a fait le choix délibéré de se recentrer sur 4 métiers afin de gagner en puissance et proposer des solutions sur mesure, adaptées aux besoins spécifiques de ses clients : le conseil (Inetum Consulting), la gestion des infrastructures et applications à façon (Inetum Technologies), l'implémentation de progiciels (Inetum Solutions) et sa propre activité d'éditeur de logiciels (Inetum Software). Inetum a conclu des partenariats stratégiques avec 4 grands éditeurs mondiaux - Salesforce, ServiceNow, Microsoft et SAP et poursuit une stratégie d'acquisitions dédiée afin d'entrer dans le top 5 européen sur ces technologies et proposer la meilleure expertise à ses clients.Tous nos postes sont ouverts aux personnes en situation de handicap.Description du posteNous recherchons un consultant expérimenté pour intervenir chez un client majeur dans le secteur bancaire. Vous serez chargé d'analyser et d'optimiser le système d'information général, en vous concentrant sur l'ensemble des applications utilisateurs et clients.Contexte :La solution RAG connectée à la base KM est actuellement en place. Il est crucial de mesurer la qualité des réponses générées et d'identifier les leviers d'optimisation pour une meilleure pertinence.Objectif de la tâche :Analyser la performance de la chaîne RAG et proposer des axes d'amélioration pour accroître la pertinence, la complétude et la cohérence des réponses.QualificationsActivités principales :Définir un protocole d'évaluation de la qualité des réponses (metrics, cas d'usage).Effectuer des tests sur différentes stratégies de chunking et embeddings.Analyser l'impact des filtres par métadonnées sur la pertinence.Proposer des ajustements sur le retrieval (top-k, regroupement de chunks).Tester différents prompts ou templates d'appel LLM.Mettre en place un tableau de bord de suivi de performance.Proposer des stratégies de reranking ou scoring avancé.Documenter les tests et les recommandations d'amélioration.Profil recherché :Expérience significative dans l'analyse et l'optimisation de systèmes d'information, idéalement dans le secteur bancaire.Compétences en gestion de bases de données et en intelligence artificielle.Capacité à travailler de manière autonome et à proposer des solutions innovantes.Excellentes compétences en communication et en documentation.Informations supplémentairesPourquoi nous rejoindre ?Vous aurez l'opportunité de travailler sur des projets stratégiques au sein d'une institution bancaire de premier plan, en contribuant directement à l'amélioration de la qualité des services offerts aux utilisateurs et clients.Si vous êtes passionné par le développement mobile et souhaitez relever ce défi, nous vous invitons à postuler dès maintenant.Nous sommes impatients de découvrir votre candidature et de vous rencontrer pour discuter de cette opportunité.Notre processus de recrutement est conçu pour être transparent et équitable pour tous les candidats. Il comprend généralement une première étape de sélection de CV, suivie d'un entretien téléphonique avec un recruteur. Les candidats retenus seront ensuite invités à un entretien avec le responsable du poste.",API Pôle Emploi
"RESERVISTE - DATA Spécialiste (analyste, ingénieur, scientist) (Marine Nationale) (H/F)",,France,2025-05-26T11:23:32.000Z,M1403,,,Contrat à durée déterminée - 48 Mois,"Au sein de la Flottille de Réserve Spécialisée « Numérique & Cyber », vous serez chargé d'appuyer les travaux de planification et de conduite des opérations en mettant à profit les outils de traitement et de valorisation de la données mis à votre disposition. Vous pourrez également prendre part à la réalisation ou au déploiement d'outils complémentaires vous permettant d'apporter une plus-value à la performance de cet état-major. Toutes les propositions que vous pourrez faire, soit pour faciliter la vie des membres de l'état-major dans lequel vous serez inséré, soit pour en améliorer la performance d'ensemble seront les bienvenues, et implémentées si les conditions le permettent.
VOS MISSIONS :
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous devrez appréhender l'écosystème technique et fonctionnel, notamment les particularités des métiers et missions de la MARINE.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous recenserez les besoins opérationnels métiers avec les consultants internes et les opérationnels.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous analyserez et vous vous positionnerez en force de proposition quant à l'amélioration de la pile technique existante.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous participerez à la diffusion de la culture/des compétences Data/ IA auprès des équipes techniques et des métiers.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous accompagnerez, assisterez et ferez progresser les profils juniors présents dans l'équipe.
Cet emploi nécessitera une habilitation à traiter des informations classifiées de niveau Secret.
Le travail en équipe est envisageable.
VOS TALENTS :
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous maîtrisez le langage de programmation : python (pandas, NumPy, Matplotlib, Plotly), SQL.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous maîtrisez les bases de données : SGBR, NoSQL, S3.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous avez de solides compétences en ETL (Extraction Transformation, Chargement).
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous maîtrisez les outils de data visualisation &nbsp;KIBANA/DATAIKU/GRAFANA).
¿&nbsp;&nbsp;&nbsp;&nbsp;Une combinaison de ces compétences permettra de valoriser efficacement les données sur une architecture cloud, en tirant parti des avantages offerts par les services et outils du DHE.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous savez travailler en équipe et communiquer.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous faites preuve d'initiative et d'innovation.
ENVIRONNEMENT DU POSTE :
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous travaillerez essentiellement à Brest, Toulon. Cherbourg, Paris, possiblement à bord en opérations extérieures.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous porterez un uniforme (tenue obligatoire) qui vous sera délivré avant le début de votre contrat.
¿&nbsp;&nbsp;&nbsp;&nbsp;Vous prendrez vos repas sur votre lieu de travail (restauration collective).
DESCRIPTION DE L'INSTITUTION :
Sur tous les océans et toutes les mers du monde, 365 jours par an et 24 heures sur 24, les marins assurent la sécurité et la protection de l'espace maritime français. En mer, sur terre et dans les airs, 40 000 marins se mobilisent pour accomplir des missions de renseignement, de prévention, d'intervention, de protection et de dissuasion.
ETRE RESERVISTE DANS LA MARINE NATIONALE :
La Marine nationale compte près de 40 000 marins dont plus de 5 000 marins réservistes opérationnels soit près de 15 % de son effectif global. Les marins de réserve sont des hommes et des femmes qui ont choisi de consacrer une partie de leur temps à la défense de leur pays en s'engageant autrement. Leur nombre devrait doubler ces prochaines années pour arriver à +10&nbsp;000 marins de réserve en 2030, apportant ainsi à la Marine une diversité de compétences et de profils.
De tous âges et de tous horizons, les marins de réserve sont soit issus de la société civile, avec ou sans passé militaire de type Préparation Militaire Marine (PMM), soit d'anciens militaires prolongeant leur engagement à temps partiel. Etudiants, jeunes professionnels, cadres à haut potentiel ou experts confirmés, tous les Français peuvent trouver leur place dans la réserve",API Pôle Emploi
Ingénieur(e) Data Scientist confirmé(e) - Industrie - Toulouse (H/F),,31 - TOULOUSE,2025-05-21T07:31:02.000Z,M1818,,,Contrat à durée indéterminée,"Nous recrutons un.e Ingénieur.e Data Scientist confirmé.e pour rejoindre notre Business Unit INDUSTRIE au sein de l\'agence Data & Process Intelligence, spécialisée dans l\'accompagnement de nos clients dans leurs problématiques associées à la transformation digitale. Nos offres se déclinent autour de la data intelligence & de la maintenance prédictive, de la digitalisation des processus industriels et du SI Métiers.
Votre mission :
En tant que Data Scientist, vous aurez la charge de :
 * Développer et mettre en œuvre des modèles de data mining / machine learning sur des données complexes.
 * Concevoir et optimiser des architectures Big Data, notamment sur Foundry® (Palantir).
 * Piloter des projets de bout en bout et assurer une veille technologique active.
 * Collaborer avec les équipes métiers pour répondre à leurs besoins.
 * Contribuer aux activités de prospection et d'avant-vente de l'offre 'Maintenance Prédictive' (compréhension du besoin, proposition de solutions techniques, réalisation de missions d'audit, .).
Un niveau d'anglais courant est requis.
L'environnement technique :
 * Python / Java / Framework Big Data Spark
 * Time Series
 * Solution Foundry® (Palantir)
Vous êtes un Data Scientist passionné.e par l\'exploitation de données massives. Fort d\'au moins 3 ans d\'expérience, vous avez développé.e une solide expertise en Data mining et Machine Learning.
Votre maîtrise de la plateforme BigData, Foundry® (Palantir) vous permet de concevoir et de mettre en œuvre des solutions innovantes. Vous êtes reconnu.e pour votre capacité à fédérer des équipes et à piloter des projets ambitieux.
Vous êtes autonome et vous savez faire preuve d'initiative ? Vous êtes doté d'un bon relationnel et avez le sens du service ? Alors vous êtes la pépite que nous recherchons !...",API Pôle Emploi
Data scientist f/h (H/F),,78 - MONTIGNY LE BRETONNEUX,2025-05-21T03:39:29.000Z,M1405,,,Contrat à durée indéterminée,"Directement rattaché(e) au pôle Data science de la Direction Technique de l'Ingénierie (DTI) de la BU Orano Projets, vous aurez en charge les missions suivantes :

Contribuer directement au déploiement de la feuille de route Data Science de la BU ingénierie du groupe Orano.

Participer à l'acculturation de votre future organisation aux nouveaux outils d'intelligence artificielle en réalisant des actions de communications et de partage d'expériences auprès de vos futurs collaborateurs.

Être en interface avec les métiers de l'ingénierie, pour identifier les opportunités d'amélioration des activités et tâches des métiers.

Être en interface avec les projets, pour identifier les besoins et opportunités face aux sollicitations des clients internes et externes.

Être en interface des clients internes et externes, pour présenter les compétences du pôle, comprendre leurs besoins et leur proposer des solutions adaptées.

Piloter vos projets data science de la capture des données jusqu'à la mise à disposition d'outils fonctionnels, en faisant appel aux meilleures techniques disponibles de modélisation statistique des données (régression, classification, séries temporelles, modèles probabilistes, algorithmes. d'optimisations, apprentissage supervisé et non-supervisé, ...)

Communiquer efficacement au travers de la visualisation des données (plotly, seaborn, matplotlib, etc.), des tableaux de bord interactifs, et pour faciliter la prise de décision.

Création d'interfaces utilisateurs sur-mesure pour déployer les outils : interface graphique local ou déployé sur serveur Azure (application web, intranet Orano).

Manipulation des pipelines Azure afin d'automatiser la gestion des données et le déploiement de modèles ML (compétences rudimentaires en data engineering/MLOPs).

Collaborer au sein du réseau des Data Scientists, et contribuer à l'accroissement continu des compétences en Data Science.

Participez au développement des connaissances en maintenant une veille active à l'externe.",API Pôle Emploi
Technical leader Data scientist F/H (H/F),Safran,78 - CHATEAUFORT,2025-05-20T06:32:32.000Z,M1405,,,Contrat à durée indéterminée,"La data science est au coeur de la transformation industrielle chez Safran et se met au service de nos métiers de la production (manufacturing 4.0) ou de la surveillance de nos systèmes en vol (Service 4.0).
En intégrant Safran Engineering Services vous aurez l'opportunité de pouvoir répondre aux problématiques industrielles actuelles en utilisant les données métier issues des machines de production, des capteurs embarqués, des opérations de maintenance, etc et mettant en oeuvre les technologies algorithmiques de l'état de l'art.
Dans ce cadre et au sein du pôle Data de Safran Engineering Services, votre mission consistera à intervenir sur toutes les phases du cycle de vie d'un projet data (Prise de besoin métier, Proof of Concept, industrialisation). Vous aurez la responsabilité d'encadrer techniquement les jeunes data scientist de l'équipe sur leur projet, d'assurer leur montée en compétence et de supporter le management sur la structuration de l'équipe dans sa croissance. 

Concrètement, vous aurez trois principaux volets de responsabilité : 

*Production technique

- Définir le besoin en échangeant avec les métiers
- Appliquer des techniques d'extraction et d'analyse d'informations, obtenues à partir de différentes sources de données industrielles, 
- Evaluer la qualité et la richesse des données, les analyses et en restitue les résultats vers le Métier, 
- Analyser les données pour traduire une problématique Métier en problème mathématiques/statistiques et réciproquement,
- Comparer et évaluer différents modèles ou méthodes de calcul (Machine Learning, deep learning) et anticiper les avantages et inconvénients dans un environnement Métier,
- Concevoir et développer des visualisations impactantes pour le métier
- Utiliser les infrastructures cloud de Safran (AWS)
- Spécifier les solutions retenues et accompagner l'équipe dans l'industrialisation des traitements de données dans un logiciel industriel.

*Support au cadrage des projets

- Contribuer à l'élaboration des réponses techniques aux des appels d'offres 
- Identifier les work pakages des projets en phase de démarrage

*Mentoring technique des profils junior et mentoring technique

- Participer à l'évolution et l'amélioration continue de l'équipe Data (nouvelles offres, méthodes, pratiques de code, .)
- Assurer la montée en compétences des data scientists (veille technique et scientifique, animation de l'équipe)
De formation scientifique en informatique, développement logiciel, mathématiques / statistiques, algorithmique ou physique. 
Vous faites preuve d'un intérêt particulier et justifiez d'au moins 5 années expériences dans des applications industrielles.

Vous possédez des compétences dans les domaines suivants :
*Connaissance Métier et de son environnement industriel 
*Conception d'algorithmes et Programmation en Python
*Veille technologique et Innovation 
*Statistiques et Machine Learning 
*Manipulation des Data set et bases de données (type SQL, et NoSQL)
*Data Visualisation - Exploration (PowerBI)
*Développement sur Architecture Cloud (en particulier AWS)
*Méthodologies Agile et Cycle V 

Vos soft skills : 
*Capacité d'adaptation, Curiosité 
*Force de proposition, prise d'initiatives, 
*Esprit de synthèse 
*Bon relationnel, 
*Bonne communication, 
*Sens du service client",API Pôle Emploi
Ingénieur / Ingénieure data scientist (H/F),HELKINZ,75 - Paris (Dept.),2025-05-14T08:43:35.000Z,M1405,,,Contrat à durée déterminée - 12 Mois,"Introduit des techniques de Data Science et d'Intelligence Artificielle pour résoudre des problématiques métier, prendre des décisions et/ou automatiser des opérations. Transforme des données brutes en informations exploitables et structure ces données. Développe des algorithmes d'apprentissage selon les besoins des équipes métiers. Coordonne le développement, les tests de résultats et améliore la solution sur sa durée de vie.",API Pôle Emploi
Data scientist / Analyste Data H/F,Crédit Agricole Sud Méditerranée,66 - PERPIGNAN,2025-05-10T08:50:18.000Z,M1405,,,Contrat à durée indéterminée,"Vous rêvez de mettre la data au service de projets concrets, au sein d'une entreprise humaine, innovante et connectée ?
Bienvenue dans une banque mutualiste 100% humaine & 100% digitale, reconnue pour son ancrage territorial et son ambition forte : devenir le tiers de confiance préféré de ses clients et collaborateurs.
Rejoignez le Crédit Agricole Sud Méditerranée, la banque leader des Pyrénées-Orientales et de l'Ariège !
Vous êtes passionné(e) de data ? Vous aimez explorer, modéliser, prédire et agir ?Oui? Alors vous êtes au bon endroit et il se peut que pour vous. #toutcommence ici!
---
Pourquoi recrutons-nous ?
Dans un contexte de transformation digitale, nous renforçons notre stratégie de marketing data-driven.
Nous recherchons un Data Scientist pour rejoindre la Direction Expérience Clients et Sociétaires, au Siège Social de Perpignan.
Vous serez, ainsi, au c¿""ur de la synergie entre la data, le marketing relationnel et les leviers digitaux, pour améliorer l'expérience client et optimiser nos campagnes sur tous les canaux.
---
Vos missions au quotidien ?
1. Mener des analyses data au service du marketing et de la performance relationnelle
Développer des modèles analytiques (ML, scoring, segmentation, ciblage...) pour booster nos campagnes marketing sur l'ensemble des canaux de communication.
Piloter les KPIs marketing et analyser les retombées des campagnes multicanales
2. Participer à l'automatisation et à la transformation digitale des process data
Automatiser les flux de données, les extractions et les reportings
Industrialiser les modèles pour une mise en production agile et sécurisée
3. Contribuer à la stratégie omnicanale
Valoriser les données clients à travers tous les points de contact (digitaux, agences, relation client)
Identifier de nouvelles opportunités business via l'analyse des comportements et parcours
4. Veille & innovation
Assurer une veille continue sur les outils, méthodes et tendances en data science
Proposer des innovations technologiques à fort impact pour nos métiers
Vos atouts pour réussir :
Bac +5 en Data Science, Statistiques, Économétrie, ou équivalent
Maîtrise technique : SQL, Python, R, SAS, UNICA, environnements ML (TensorFlow, Keras, PyTorch, Scikit-Learn...)
Culture web et CRM : compréhension des enjeux marketing, digitaux et clients
Compétences humaines : rigueur, esprit d'analyse, curiosité, force de proposition, sens du travail en équipe
---
Pourquoi nous rejoindre ?
Une entreprise engagée, éthique et mutualiste, au service de ses territoires
Une vision RH centrée sur l'épanouissement collaborateur
Un environnement stimulant, entre projets digitaux, innovation data et transformation client
En plus, vous bénéficiez de :
Un parcours d'intégration immersif dès l'arrivée
Des formations sur-mesure via notre université interne
Des opportunités d'évolution portées par une politique de mobilité interne active
---
Le process de recrutement
1. Premier échange téléphonique / Entretien RH
2. Entretien avec le Responsable du Marketing Multicanal
3. Entretien final avec notre cabinet partenaire Vouloir & Faire
---
Prêt(e) à faire parler les données et à transformer la relation client ?
Postulez dès maintenant et construisons ensemble la banque de demain.
#ToutCommenceIci",API Pôle Emploi
APPRENTISSAGE - DATA SCIENTIST / ANALYSTE DATA - H/F,DSI France Travail,44 - Nantes,2025-05-08T10:41:47.000Z,M1403,,,Contrat à durée déterminée - 24 Mois,"Description :


LES CHALLENGES À RELEVER AVEC VOTRE ÉQUIPE 🚀

 Vos missions seront : 

	* Contribuer aux réalisations des user stories proposées par les Product Owner
	* Présenter des sujets en lien avec les études réalisées et les technologies à l'état de l'art dans le domaine de la datascience
	* Participer aux instances de l'équipe et échange avec les product owners et product manager
	* Mettre en place des solutions de type ETL afin de valoriser la donnée.
	* Créer d'insight (Storytelling des données)
	* Automatiser la récupération et le traitement de la donnée
	* Mettre en place des bonnes pratiques de documentation projet
	* Traduire des besoins métiers en problématique Datascience

 

	* Technologies utilisées : Dataiku  / DigDash  / Python / SQL / LLM

Référence : 2025-78585

Ce contrat sera conclu en apprentissage.

		
		
Profil recherché :
		
		
NOUS ATTENDONS VOTRE CANDIDATURE AVEC IMPATIENCE 😍

	* Vous préparez un diplôme d’ingénieur dans le domaine du développement
	* Vous êtes à l’aise pour communiquer, vous souhaitez apporter votre état d’esprit au sein d’une équipe
	* Vous êtes curieux(euse) et rigoureux(se)
	* Vous êtes persévérant(e) et force de proposition

PLUS QUE QUELQUES ÉTAPES POUR NOUS REJOINDRE ✨

- Après nous avoir transmis votre CV et lettre de motivation
- Vous rencontrez nos managers opérationnels en entretien
- Vous échangez avec notre équipe recrutement

Vous êtes curieux(se) ? Vous êtes motivé(e) par un nouveau challenge ? N'attendez plus et rejoignez vite les femmes et les hommes de la DSI !
",API Pôle Emploi
Alternant(e) Data Scientist (H/F),Aluminium Dunkerque,59 - LOON PLAGE,2025-05-07T19:54:26.000Z,M1405,,,Contrat à durée déterminée - 24 Mois,"RESPONSABILITÉS : 

Dans le cadre de votre alternance, vous intégrerez le service développement technique et innovation et participerez aux missions suivantes :
 - Identifier et collecter les données pertinentes pour les projets data & IA
 - Nettoyer, transformer et préparer les données pour l'analyse et l'entrainement des modèles
 - Explorer et analyser les données pour identifier des tendances, des corrélations et des insight actionnables
 - Développer et mettre en œuvre des modèles statistiques et d'apprentissage automatique adaptés aux besoins des projets
 - Évaluer et optimiser les performances des modèles pour garantir leur efficacité et robustesse
 - Créer des visualisations de données claires et percutantes pour communiquer les résultats des analyses
 - Rédiger des rapports et des présentations pour expliquer les conclusions et les recommandations
 - Collaborer avec les équipes métiers pour traduire les résultats des analyses en actions concrètes
 - Travailler en synergie avec les ingénieurs projets et les experts procédé pour répondre aux enjeux industriels
 - Contribuer à l'intégration des solutions Data dans les différents secteurs de l'usine
 - Participer à des projets transversaux pour développer des solutions innovantes
Compétences techniques requises
 - Maîtrise des langages Python et SQL
 - Connaissances des librairies Python couramment utilisées en data science (numpy, pandas, sklearn, pytorch, matplotlib, seaborn, ...)
 - Notions de base en statistiques et en machine learning
 - Capacité à manipuler et analyser des données provenant de sources diverses
 - Connaissance de GIT, HTML, CSS, Javascript serait un plus

PROFIL RECHERCHÉ : 

Vous êtes motivé(e) et souhaitez préparer l'un des diplômes suivants :
 - École d'ingénieur avec spécialisation en Data Science
 - Master en data science, statistiques, informatique ou domaine connexe
Qualités personnelles :
 - Rigueur et organisation
 - Curiosité et esprit d'analyse
 - Capacité à travailler en équipe
 - Autonomie et sens de l'initiative
 - Bonne capacité de communication
 - Intérêt pour le secteur industriel et les enjeux de la transformation numérique
Ce qu'on te propose en intégrant Aluminium Dunkerque
Une expérience enrichissante auprès de 700 collaborateurs
Des missions variées et responsables
De la reconnaissance et de la bonne humeur
Un accompagnement de proximité
Une rémunération et des avantages attractifs (Primes, remboursement du transport, CSE etc.)
Vous êtes curieux(se), rigoureux(se) et avez envie d'évoluer dans un environnement industriel innovant ? Rejoignez notre équipe et développez vos compétences sur des missions variées et enrichissantes !",API Pôle Emploi
Ingénieur·e de recherche data-scientist (H/F),,93 - Seine Saint Denis,2025-05-04T03:11:16.000Z,M1405,,,Contrat à durée indéterminée,"Au sein de la R&D de Saint-Gobain, l'équipe Méthodes Avancées de Data-Science est un laboratoire au service de l'ensemble des activités du Groupe Saint-Gobain.

Nos experts utilisent la data-science au service de notre industrie, du développement des matériaux de demain, et de la transformation digitale du Groupe Saint-Gobain.

Dans ce cadre, vos missions seront les suivantes :



Proposer, cadrer et mener des projets de recherche appliquée liés à la data-science, allant de l'analyse de données à la création de modèles complexes.

Réaliser des prototypes d'application et contribuer à leur industrialisation.

Communiquer pour partager les méthodes, les enjeux et les performances de la data-science et de ses applications.

Assurer une veille technologique et scientifique, développer des partenariats académiques.



Des déplacements ponctuels de courte durée sont à prévoir en France et à l'étranger (visites d'usines, conférences, formations.).

***

Within Saint-Gobain R&D, the Advanced Data Science Methods team is a laboratory serving all of the Saint-Gobain Group's activities. Our experts use data science to serve our industry, the development of tomorrow's materials, and the digital transformation of the Saint-Gobain Group. In this context, you will be required to:



Propose, frame and lead applied research projects related to data science, ranging from data analysis to the creation of complex models.

Produce application prototypes and contribute to their industrialization.

Communicate to share the methods, challenges and performances of data science and its applications.

Ensure technological and scientific monitoring, develop academic partnerships.



Occasional short trips are to be expected in France and abroad (plant visits, conferences, training courses, etc.).",API Pôle Emploi
ALT - DATA SCIENTIST DE LUTTE CONTRE LE BLANCHIMENT ET LE FINANCEMENT DU TERRORISME (LCBF) H/F,Generali,93 - ST DENIS,2025-04-26T07:35:12.000Z,M1405,,,Contrat à durée indéterminée,"Generali

 

Avec plus de 71 millions de clients et un chiffre d'affaires de 95,2 milliards d'euros en 2024, Generali est l'un des leaders de l'assurance et de la gestion d'actifs dans le monde. Assureur responsable, nous plaçons la durabilité au cœur de notre stratégie.

 

Notre direction

 

La Direction de la Conformité analyse et maîtrise les risques de non-conformité, diffuse la culture de conformité au sein notre entreprise, définit les actions de prévention et de sensibilisation à la gestion des risques, atteste et garantit la conformité de l'Entreprise lors des audits de certification ou de suivi.

 

Vos missions

 
Sous la supervision du chef de chantier Vigilance/ERA et de la data scientiste expérimentée, l'apprenti :

 


 Identifie et conçoit des démarches de traitement de la donnée et les méthodologies d'analyse. 
 Met en œuvre des techniques statistiques et de data science pour analyser l'information (interne et externe) en vue de réaliser des études, des modélisations, simulations. 
 Manipule des données via des approches big data. 
 Présente les résultats et argumente les préconisations associées. 
 Crée des outils apportant de la valeur pour les différents services de l'Entreprise et assure le soutien technique. 
 Programme sous différents langages. 
 Assure les veilles techniques pour innover.
 Rédaction des cahiers des charges informatiques, instructions techniques. 


 
Profil recherché

 


 Etudiant en 3ème Cycle sciences ou diplôme d'actuaire ou Grande École d'ingénieurs (Bac +4/5)
 Anglais parlé
 Idéalement maitrise de SQL - PYTHON - DATAIKU - SPARK - PYSPARK


Nous rejoindre, c'est :  


 intégrer une entreprise dynamique qui place l'innovation et la durabilité au cœur de sa stratégie
 relever des challenges, faire preuve d'initiative et organiser son travail en mode hybride
 construire sa carrière et développer ses compétences
 se nourrir des différences de chacun dans une entreprise qui mène des actions concrètes en faveur de la diversité, l'équité et l'inclusion 
 avoir la possibilité de s'engager au sein de notre fondation The Human Safety Net, pour soutenir les personnes vulnérables et participer à l'impact positif que nous générons. 


Pour en savoir plus, visitez notre site.

Generali veille au respect de l'égalité de traitement des candidats lors du processus de recrutement. Les candidatures seront traitées par ordre d'arrivée. Engagé en faveur de l'égalité des chances, Generali étudie avec la plus grande attention les candidatures de personnes en situation de handicap et leurs éventuels besoins spécifiques.

 ",API Pôle Emploi
Data Scientist - Customer Journeys F/H - CDI (H/F),AXA,92 - MALAKOFF,2025-04-25T19:54:20.000Z,M1405,,,Contrat à durée indéterminée,"Missions principales  
Au sein du département Customer Journey dans l'équipe Customer Insights d'AXA Partners, vous aurez pour mission d'appliquer des méthodes de data science sur différents sujets de connaissance client et d'optimisation des processus clés de l'entreprise.
A partir d'historiques de données de parcours clients (parcours d'achat web, missions réalisées par AXA Partners auprès de ses clients, appels téléphoniques ou de parcours digitaux) et des enquêtes de satisfaction, vous mettrez en place différents modèles mathématiques et algorithmes pour répondre à la problématique d'améliorer l'expérience et la satisfaction client durant sa prise en charge : sur le digital ou lors d'un appel d'assistance, à travers différents aspects : 
 
-      Compréhension et modélisation de la satisfaction client à 2 niveaux : 
o   Données non structurées : à travers les commentaires des enquêtes de satisfaction. Approche supervisée (ex. Document Classification, Sentiment Analysis) ou non supervisée (Topic Modelling). Usage et training de modèles externes (ex. GPT);
o   Données structurées : établir des modèles de scoring, afin de détecter un risque élevé d'insatisfaction et optimiser la satisfaction client en temps réel ou différé.
 
-      Analyse de corrélation et causalité de la satisfaction client avec toutes les étapes du parcours d'achat ou d'assistance : Enrichissement des analyses avec des données externes ainsi que des jointures avec les données d'immenses systèmes sources internes de gestion des dossiers, recensant toutes les données sinistres : nature, temps de résolution etc.
 
Vous êtes également un membre actif de la communauté Data Science chez AXA (interne & Groupe AXA), pour :
-      Représenter AXA Partners et promouvoir sa vision de la Data Science en partageant avec le Groupe AXA et la communauté tout développement interne.
-      Participer aux évènements communautaires chez AXA Groupe : Data Science Summit, hackathon etc.
-      Contribuer à l'animation de la communauté des Data Scientists d'AXA Partners.
-      Effectuer une veille technologique continue et promouvoir l'innovation chez AXA Partners. (Anticiper les tendances et maintenir AXA Partners sur la voie d'une technologie de pointe en matière de Data Science, faire le lien entre les projets Data Science en cours pour partager une vision transversale de l'entreprise avec une stratégie à court, moyen et long terme).",API Pôle Emploi
